,genes,in_group_fraction,out_group_fraction,in_out_group_ratio,in_group_mean_exp,out_group_mean_exp,fold_change,pvals_adj,target_dmain,neighbors
407,PEA15A,0.9973404255319149,0.9869565217391304,1.0105211360014998,2.0601906776428223,1.586291790008545,1.6062445640563965,0.011235427905588236,1.0,[8]
241,MDH2,0.9973404255319149,0.9260869565217391,1.0769403655978425,1.9667682647705078,1.3596470355987549,1.8351408243179321,0.0001195622342289055,1.0,[8]
226,RPL32,0.9973404255319149,0.9869565217391304,1.0105211360014998,2.6069939136505127,2.0548200607299805,1.7370249032974243,7.904506329748674e-05,1.0,[8]
97,RPL35A,0.9973404255319149,0.991304347826087,1.006089025755879,2.786151885986328,2.1319525241851807,1.923601746559143,2.3442154081304457e-09,1.0,[8]
279,ATP5C1,0.9973404255319149,0.9434782608695652,1.057088930287283,2.125051736831665,1.5507972240447998,1.7758060693740845,0.0004988835280435227,1.0,[8]
250,RPL22L1,0.9973404255319149,0.9304347826086956,1.0719079339828992,1.9826207160949707,1.403773546218872,1.7839804887771606,0.00017387060685619197,1.0,[8]
50,SPTBN2,0.9973404255319149,0.908695652173913,1.097551664460959,2.318781852722168,1.292242407798767,2.7913894653320312,2.0600931605232083e-14,1.0,[8]
383,RPL3,0.9973404255319149,0.9826086956521739,1.0149924684616833,2.1305572986602783,1.64094877243042,1.631677269935608,0.006764792141853535,1.0,[8]
322,RPL7A,0.9973404255319149,0.9130434782608695,1.092325227963526,1.8279553651809692,1.2736629247665405,1.7407089471817017,0.0017722761042785252,1.0,[8]
439,RPS15A,0.9973404255319149,0.9869565217391304,1.0105211360014998,2.192469835281372,1.7570425271987915,1.5456233024597168,0.015729123904437543,1.0,[8]
413,PFDN5,0.9973404255319149,0.9739130434782609,1.0240549012158056,2.0701117515563965,1.6401053667068481,1.5372673273086548,0.011825424474422794,1.0,[8]
285,FTL1,0.9973404255319149,0.9869565217391304,1.0105211360014998,2.420316219329834,1.9023034572601318,1.678688406944275,0.0005241574866941314,1.0,[8]
335,YWHAE,0.9973404255319149,0.9652173913043478,1.0332806210465786,2.1858057975769043,1.6402342319488525,1.7255942821502686,0.002440057581047719,1.0,[8]
136,COX6B1,0.9973404255319149,0.9956521739130435,1.001695623896683,2.6737844944000244,2.040371894836426,1.8840290307998657,3.600573937506601e-07,1.0,[8]
333,NDUFA6,0.9973404255319149,0.991304347826087,1.006089025755879,2.503216028213501,1.9916794300079346,1.6678520441055298,0.002376345261352976,1.0,[8]
416,CPLX1,0.9973404255319149,0.9608695652173913,1.0379560989698662,2.2218270301818848,1.7011520862579346,1.6831634044647217,0.01230051029403974,1.0,[8]
34,HBA-A1,0.9973404255319149,0.9,1.1081560283687943,2.9895362854003906,1.3838526010513306,4.981264591217041,3.0586390686564445e-19,1.0,[8]
264,NDUFV2,0.9973404255319149,0.9130434782608695,1.092325227963526,1.8393794298171997,1.2710320949554443,1.7653471231460571,0.0002619065445118487,1.0,[8]
130,RPS23,0.9973404255319149,0.9695652173913043,1.0286470756607196,2.3550961017608643,1.6335588693618774,2.057593822479248,1.8314154157475157e-07,1.0,[8]
252,RPL19,0.9973404255319149,0.9826086956521739,1.0149924684616833,2.5208725929260254,1.9618217945098877,1.749011516571045,0.00017983509399981202,1.0,[8]
134,ATP5G3,0.9973404255319149,0.9826086956521739,1.0149924684616833,2.527571439743042,1.8316391706466675,2.005577802658081,3.0807502583560943e-07,1.0,[8]
200,RPS10,0.9973404255319149,0.991304347826087,1.006089025755879,2.472825765609741,1.8788260221481323,1.8112183809280396,2.453819943471424e-05,1.0,[8]
189,NDUFAB1,0.9946808510638298,0.9260869565217391,1.0740685246229147,1.9806063175201416,1.3297430276870728,1.917195200920105,1.4731756997084317e-05,1.0,[8]
234,ATP2B2,0.9946808510638298,0.9782608695652174,1.0167848699763593,2.3813045024871826,1.7041622400283813,1.9682449102401733,9.42219073925753e-05,1.0,[8]
261,RPL31,0.9946808510638298,0.9608695652173913,1.0351882160392798,2.0738718509674072,1.5530591011047363,1.683395266532898,0.0002416220061023245,1.0,[8]
1,METRN,0.9946808510638298,0.6391304347826087,1.5563033724127948,2.4218313694000244,0.6476426720619202,5.895496368408203,6.632125616205675e-39,1.0,[8]
190,LAMP1,0.9946808510638298,0.9043478260869565,1.0998874795417348,1.9827687740325928,1.2828222513198853,2.0136451721191406,1.4916456961910357e-05,1.0,[8]
245,NDUFB4,0.9946808510638298,0.9565217391304348,1.0398936170212765,2.1690897941589355,1.5876432657241821,1.7886236906051636,0.00015730172889228186,1.0,[8]
